,tunes
785,d4d2A2G2E2G2B2|d3Bd4d4d2G2|f2d2d2A2F2E2G2A2|A2E2E2D2E4D2G2||d4d2ABG2E2G2A2|d3Bd4d4d2G2|efd2B2AGF2E2G2A2|A2E2E2D2E4DED2||d4d4A2G2A4|d4d4f2d2d4|d4d2A2F2G2G2B2|G2F2E4E4D4||d4d3BA2G2A4|d3Bd4fed2d4|d4B2d2e2d2A2BA|G2F2E4E2G2A2G2
786,d4d4f2g2gafe|efe2d4e2d2d2A2|B3de2d2d3ed2fg|g2a2g4f2e2ed3||d4d4f2g2gaf2|efe2d4e2d2d2B2|d4e2dBd4def2|g2a2b4e2dee4||a3ga2g2g2agabd'2|b2a2g4a2g2efe2|a4a2g2d4a2gf|fg3b2abg4g4||a4a2g2g4abd'2|b2a2g4a2g2ef3|f2e2d4Bd3d2e2|g4a2g2f2e2d4
787,fge2fed2d4A2d2|e4e2d'2d'2a2g2a2|a4a2g2ed3d2A2|d4d2edf2g2d4||f2e2e2d2d4A2d2|e4efd'2d'2a2g2a2|a4a3ga2fed2A2|d4d2e2e2g2g2d'2||g4a2d'2d'3e'e'2d'2|d'2b2a4d4d2ef|a4b4d'2e'2d'2ba|efd2d4e2f2g2d'2||g4a2d'2d'3e'e'2d'2|d'2b2a3bd4d2ef|a4b2d'2d'4d'3b|d'2abf2edf2g2d2B2
788,B2d2d4d2B2d4|e4d4A2f2GFBd|BdB2BAG2A2G2B2d2|f2a2g2ded2A2A4||g2f2ed3efd2e4|d2e2d4ABfgF2B2|B4BAG2A2FGA2d2|fgd'2d2e2e2BdA2dB||fg3g2fga4gag2|a2f2e2d2edf2G4|B2d2G2dBA4B2d2|f2d'2d'4d'4b2ab||g4a2g2g2agg2a2|a2f2e2d2edf2G4|d4G4E2F2A2d2|f2a2e2d2d4d4
789,d2e2e2d2f2B2d4|e4d2f2e2dBB2A2|d2e2gaf2f2d2e2ga|bd'b2gfe2fg3e4||d2e2e2d2f2B2d4|e4d2e2e2B2B2A2|d2efgaf2gfd2deg2|d'2bd'gfe2f2g2g2d'2||abd'2e'3d'd'2agb2d'2|b3d'd'4d'4d'4|d'4e'2d'2a2d'2d'3b|d'2a2f2e2f2g2g2d'2||a2d'2e'f'e'd'd'2a2bd'3|b3d'd'2e'd'd'2e'd'e'f'3|f'2d'2d'3be'2b2d'4|d'2a2f2e2f4ded2
790,"D3ED2F2D2E2F2G2|F2D2D2G2E2D2D4|D4E2G2F2G2d4|f2d2d3ed4d2A2||D4D2FED2E2EFG2|F2D2D2G2E2D2DB,D2|D4E2G2FEG2Bd3|f2d2d2e2d4d4||d4dBd2d4B2d2|dBG2G4AGD2E2G2|B4d4d4d2e2|a2e2d2e2de3gfa2||d4dBd2d4B2d2|dBG2G4AGD2E2G2|Bd3d4e4g2ef|g2e2d2e2d4B2A2"
791,d4d2fee2d2d4|e2d2e2B2ded2A3B|d4def2g2d2e2f2|bd'3d'3ba2b2aba2||d4d2fee2d2d4|e2d2e2dBded2A4|d4def2g2d2e3g|bd'3d'3ba2baabd'2||d'e'd'2d'4f'e'd'2d'2e'd'|bd'3d'4d'2f'e'd'2e'2|d'2e'd'd'3ba2d'2d'baf|ad'f'2d'4a2b2a3g||d'4d'e'd'2d'2bd'd'3b|d'e'a2d'4d'2f'2d'4|e'2abd'4a2fabad'2|bd'g'2e'2d'2d'2a2g4
792,e4f2edd2g2b2gf|d4baf2f2g2d2e2|ded2d4B4d4|GA3d2e2e2d2d4||e4f2edd2g2b2gf|d4a2f2f2g2d2e2|e2d2d4B4d4|G2A2d2e2e2d2d4||d2e2gfa2d'3e'd'2ag|g4a2fed2e2d4|Bd3e2f2feg2fg3|egb2d'2f2e2d2d4||d2e2gfgad'3e'd'2ba|g4a2f2d2e2d4|B2d2d4d4G2E2|F2e2a2fef2d2d4
793,BdA2d2f2efd2d4|d4e2g2e2d2d2e2|g2e2a4e2d2g2e2|a2f2gfg2gad'2b2d'2||d4fg2fe2d2d4|d4deg2f2d2d4|abg2d'2a2b2g2aba2|g3fe2a2a2b2bd'3||deabd'2e'2d'4d'2a2|e4e2f2f2d2d4|a3d'd'4d'2b2a2g2|e4d2e2f2a2a2b2||d2a2d'2e'2bd'3d'2a2|e4e2f2e2d2efbd'|b2d'2d'4e'4e'2d'2|d'4d'4d'2a2a4
794,ef2gfe3d2edd2e2|fg3a2gaa2d'2d'bab|b2g2fgf2d4gfg2|a4d'4efd'bd'4||e2fgfe3d2B2d2e2|gfg2g4abd'2ba2b|b2gffg3efd2fg3|g3ag2d'2a2b2d'4||d'e'2d'agagabd'2a2d'2|b2gfefgfabd'2gfd'2|d'2gedefef3ggfgf|g2a2g2d'2abd'2a4||d'e'd'2ga2gbd'3a2b2|a3gg3fgad'2g2d'2|d'2f2degfefg2gf3|a4a2d'2bafga2bd'
795,D4D4G2A2G2F2|D4D4G4ED3|D4D2EFA2GFE4|EFG2D2FGAGD2D2F2||D4DED2G2B2G2F2|D4D4EFA2AG2A|D4D2E2A2GFE3D|E2G2D2F2G2D2E2G2||F2d2d2B2G2A2A2G2|D2A2A4D2A2E4|GFGAd2B2BdABd2G2|D2GAFE3GFD2F2A2||FEd2d2B2G2A2A2G2|D2A2A2GAd2A2EFd2|B2d2GAG2G4DEF2|F2A2E4GFD2D4
796,de3e2fefge2e2d2|d4d4efg2d4|d3ef2g2g2e2d4|e2d2d2e2g4e4||e4ede2g2e2ded2|d4d4e2g2d4|d4e2f2g2e2d4|e2d2d2e2f2gaabd'2||d'2a2bagab2abd'4|bag2ga3b2a2e3f|bd'3a3gg2b2bd'a2|d4d4f2a2a2d'2||d'2a2d'bg2b4d'3b|a2g2g2a2b2a2e3f|ab3bd'agg2b2a4|d'2a2f2a2a2g2e2d2
797,d4d2Bdefg2ga2g|aba2g2d2d2e2g2a2|d4d4def2b2f2|d2B2A2G2d2A2A2G2||f4f4fgf2ga2g|aba2g2d2d2e2g2a2|d4d4defgb2f2|d2B2A2G2d2A2A2G2||efe2d'2fea2g2g2d2|G4A2B2e2f2g4|d2G2d'2d2b2e2e2d2|e2BdB2A2A2B2A4||fgd2d'2fea2g2g2d2|G4A2B2e2f2g4|d2ABd'2d2b2dee2de|d2gae4gad2ded2
798,BAd2f2e2fga2a4|efg2d'4fed2ABA2|d4gfgag2fgagbd'|bd'3d'ba2b2g2e2g2||A2d2gfe2fga2a4|f2g2d'4fed2A2de|d'2a2d'2bad'2a2g3f|a2d'2b2a2ba2ba2b2||e'2d'2d'2e'd'd'2b2bad'a|d'4a3bd'4e2d'2|f'e'd'2d'3gbd'aba2b2|b3d'd'2a2a4b2d'2||d'e'd'2d'e'2d'd'2bd'd'4|d'2b2a2b2d'4egbd'|d'4d'2e'd'd'2gag2a2|a2bd'd'2a2a2f2d4
799,efe2d4e2ABBdfe|d2B2Bdfgded'2gefg|f2e2dedegfd2e2ab|d'2e'2g'f'e'2d'e'3e'4||d4e4e2B2Ade2|d2B2defeefd'2fe2f|gfe2dedefed2ega2|d'2e'f'e'4e'd'e'f'f'g'3||e'f'd'2d'2e'd'g'2e'f'e'2g'e'|d'4d'2agad'e'2d'3e'|e'f'd'2d'3gd'4e'd'2b|d'4a2d'2gad'e'd'e'f'2||e'f'd'2e'f'e'2d'2e'2f'2e'd'|d'2dgga2ggbf'g'd'bd'e'|f'2e'2e'3d'd'4d'4|d'4d'2e'd'd'4d'2ba
800,G4E2D2D4G2E2|FG3A2D2G2FEG2AB|G2E2D4DED2A2D2|A2E2G2E2D4D2EF||G4E2D2D4G2D2|F2G2A2D2G2E2FGA2|G2E2D4E2D2A2D2|GAE2G2E2D4D2F2||d2G2B4d2BAd2G2|A2e2e2d2d2e2e2d2|A4d4e2d2d4|d2B2d2BAG4G2A2||d2G2B3Ad2BAd2GF|A2e2e2d2d2e2e2d2|AGA2d4e2d2d4|d4d2A2d4BA3
801,d4d2edd2g2e2g2|d2e2e2g2abg2d4|BAd2d4e3fe2g2|a2d'2d'3ba2g2g4||d4d2edd2g2e2g2|ede2efg2abg2d4|A2d2d4e4efg2|a2d'2d'4a2gag4||d'2e'2e'3d'd'4d'4|d'4d'4d'2f'2e'2d'2|d'3e'e'3d'd'4d'3b|d'2a2d'3ba2g2g4||d'4e'f'e'd'd'4d'4|d'4d'4d'2f'2e'2d'2|d'e'd'2d'4d'4d'4|d'2abd'3ba2g2g4
802,e2BdB2edfge2d2e2|f2d2d2e2g4a2ef|d2g2d2g2e3fefa2|b2d'2baefefede2d2||e2BdB2edf2e2d2e2|f2d2d2e2g3aa2e2|Bdg2d2g2fe3fga2|a4f2a2e2g2g2d'2||ad'e'2e'4e'2d'2d'2e'd'|d'4d'2f'e'abd'2g2ag|d'2e'2d'2e'2d'2e'2e'2d'2|abgag2e2e2a2ga3||gae'2e'4e'2d'2d'2e'd'|d'4d'2e'2e'f'd'2d'e'2f'|f'g'e'2f'2d'2e'2d'2f'e'd'2|d'2a2g4d'2edd4
803,e2A2A2dBd2A2A2d2|d2A2AB3e2d2d4|A2B2A2B2d2B2d4|e2d2d2A2A2d2d2e2||e2A2A2dBd2A2A2d2|d2A2A2B2e2d2d4|A2B2A2B2d2B2d4|e2d2d2A2A2d2d4||a4d'2a2g2f2e2d2|d2e2e2g2g2a2g4|a4d'3ba2g2g2f2|d4d2A2B2d2d4||a2b2d'2a2g2f2e2d2|d2e2e2f2g2a2g4|a3bd'2a2bd'a2abg2|f2d2d2A2B2d2d4
804,EDBdd4dedBded2|A2B2BAd2e2d2F2AB|D2d2ede2g2e2d2e2|ab2afeg2f2d2d4||EDB2d4d4d4|ABd2efd2d3BFGA2|D2d2ede2g2e2d2e2|ab2af2g2f2d2d4||efa2a4b3d'd'3b|b2g2a2g2e2d2A2d2|e2abd'2b2d'4d'2e'd'|bd'a2feg2f2d2d4||efa2a4b3d'd'4|d'2g2ga3e2d2A2d2|d3eedfgfe2gb2e'd'|d'2a2f2g2f2d2d4
805,gag2g3fd2gae2a2|f2e2e2d2A2d2g2d2|e4e4d2e2g4|gag2g2e2d4d4||g4g3fd2gae2a2|f2e2e2d2A2d2g2d2|e4e3dd2efg4|gag2g2e2d4d4||d'4d'2b2d'4d'4|d'4d'3bd'3ba2g2|a2bab2d'2ba3d'4|d'4d'3bb2gfe2d2||d'4d'2bd'd'4e'2d'2|d'4d'4e'2d'aa2g2|a3ba2d'2d'babd'4|d'4d'3bb2gfe2d2
806,e2d2d4d2g2d2e2|f2e2d3eg2ded2B2|d4d2f2e4d4|de3b2d2g2d2d4||e2d2d4d2g2d3e|f2e2d3eg2ded4|d4d2f2e4d4|d4d2efg2d2d4||d'4d'4ag3fga2|ba2bd'2a2g2f2f2b2|d'4d'2b2gfg2a4|g2efe4f2d2d4||d'4d'4ag3fga2|a3bd'2a2g2f2efbd'|g4agd'2e'2d'2d'4|g2efd2edg2d2d4
807,g2d2d4A2d2B2d2|e2d2d2e2g2e2d4|d2g2e2d2d4d2e2|g2f2e2d2e4e4||g2d2d4A2d2B2d2|e2d2d2e2g2e2d4|d2g2e2d2d4d2e2|g2f2e2d2e4efe2||abd'2d'4e'2d'2d'2e'2|d'4d'4d'2b2a4|bd'3e'4e'2d'2d'4|a2g2a4ag2ff2e2||gae'd'e'2d'e'e'2d'2d'4|e'2d'2d'4d'3ba2bd'|d'4d'4d'4e'd'3|a2g2a4ag3f2e2
808,d2Bdd2edegedef3|e2f2a4a2g2g4|A2d2e2g2gfd2g2ef|fge2d2e2g2a2g2a2||dB3d4f2e2efef|e2fgabaga2g2gad'2|b2gfad'gfbd'gadeg2|g4a2fef2a2d'4||d'4d'2e'2f'e'babad'2|abd'2e'4e'3d'd'2f'2|d'4d'4d'4abfg|efe2de3f2a2d'4||d'4d'e'2f'e'2d'2d'4|bd'3d'2e'2e'4e'3f'|e'f'd'2d'2e'd'bag2g3a|gabd'd'4a2g2f4
809,A4d4B2dBded2|A2d2e4d2A2GA2B|B2d2feg2e2d2e2g2|g4d4e4d4||d4fgd2d2B2e2d2|A2d2e4d2A2G2d2|ga3d'2fed'2g2a2g2|gafed4e4ded2||d4a2d2a2g2d'2ag|g2a2a4e2B2A2dB|efd2d'2e2bd'g2d'2ba|gaf2d4e2d2d2e2||e2d2a2e2g4d'2ag|fgaga4e2B2A2e2|e2f2edf2ded'2abd'b|g2f2d4e2d2d4
810,D2ABd2B2d2e2f2d2|A2d2e2B2e2d2A2d2|D2d2e4f2g2a2d'2|d'4a4g2e2d4||D2A2d2B2d2e2f2d2|A2Bde2B2d4A2d2|D2d2e4f2g2abd'2|d'4a4g2efg2a2||d'e'gfg2agb4a2d'2|d'2g2efd2e2d2d2ef|b3d'b2d'abad'bbd'e'd'|d'4g2a2g2e2g2d'2||d'e'g2fgafd'2baa2d'2|d'2agefd2e2d2d2fg|e2d2f2geb2d'2d'4|d'4g2a2g2e2d2A2
811,F2E2D2EFFGD2EFG2|A2E2G2A2A2F2GFA2|A2d2G2A2F4ABA2|A2G2A2d2feg2f2d2||FE3D2E2G2D2EFG2|A2E2G2A2A2F2GFA2|A2d2GFA2F2EFB2A2|A2G2A2d2e2f2g4||A2E2deE2A4d3B|d2B2d2B2d2F2G2B2|A2G2e2A2e2A2d4|A2G2A2d2e2a2a2b2||A2E2deFEA3Gd3B|d2B2d2B2d2F2G2BA|A4d2A2d2A2d2BA|d2e2d4e2fed4
812,"D4DE3E4D4|B,DE2G2A2G4F2D2|D4E3FE2G2E4|D4D3B,B,2A,2A,B,F2||D4DE3E4D4|B,2E2G3AG4GFD2|D4E3FE2G2E2DE|D2d2D4ED3G2e2||E3FE4D2FGG3F|D2F2F2G2A2G2G2E2|D2E2F2G2E2A2d4|d2fgd2e2d2g2a3g||E4E4D2F2G3F|D2FEFEG2A2G2G2E2|D2F2E2D2D4D2A,2|A,G,D2D4FED2D2ED"
813,d4d4d3Bd2A2|d2e2d2e2g2e2d4|d2efefe2d4d2e2|g4e2d2d2B2BdB2||d4d4d2B2B2A2|d2e2d2e2g2e2d4|d2f2efe2d4d2e2|g4e2d2d2e2efg2||d'e'd'2d'2bag2a2g2a2|d'3ba4g2f2e2g2|d'4d'3bf4g2a2|a2f2e2d2A2d2deg2||d'e'd'2d'3ag2a2g2a2|d'3ba4agf2e2ga|d'4d'2bafeg2g2a2|a2f2e2g2d'2g2e2d2
814,D2E2DEG2EFDEAGF2|D4G2A2AGD2D4|E2D2E2G2G2D2A2E2|G2A2A3Gd2G2A4||D2EDDEG2E2D2AGF2|D4G2AGA2D2D4|E2D2E2G2G2D2G2E2|G2A2AG3d2G2A4||d4e2d2d4B4|F2A2B2d2d2e2e2d2|d4agded4d4|GAG2F2A2d2G2A4||d4ed3d4BA3|FEAGB2d2dBe2ed3|d4g2f2g2e2e2d2|e4e2d2e2G2A2G2
815,ABA2A2F2F3EG4|B2E2AGF2A2efG2B2|d2A2A2E2E4AB3|B2G2B2d2e2d2d4||ABA2A2F2F2E2FGAG|d2A2e2d2A2efGFAB|d2A2A2E2E4AB3|B2G2A2d2e2d2d4||d2A2d4f2d2e2B2|d2A2d2B2d2e2B2G2|A2B2d2Bdf2A2d4|AGA2B2d2d4d4||BdA2d4f2d2e2B2|d2B2B2d2d2e2A2G2|A2GAG2d2d2e2e2d2|B3AB2d2d4d4
816,fge2e2d2efd2d2g2|g4fga2g2d2d4|g2f2e2d2d3ee2f2|g4e2d2B2d2d4||f2e2e2d2f2d2def2|g4ega2g2d2d4|g2f2efedd4e4|gag2ed3B2d2d4||d'4d'4d'4d'4|d'2b2agabd'4a4|d'4e'd'3abd'2d'2ag|bd'b2d'2a2d4d4||d'4d'4d'4d'3b|d'2b2d'4d'4b2d'2|d'e'd'2d'4e'2d'2d'2a2|d'2b2bd'a2d4d4
817,d4e2d2g2d2d4|d4f2d2d2A2A4|d2e2g4g2efg2e2|g4e2d2d3BA2d2||d4e2d2g2d2ded2|d4f2d2dBA2A4|d2efa2edfga2a4|g4a2g2e4d4||d'e'd'2d'3ba2g2a4|e'2d'2d'2b2d'2a2ga3|d'2bad'bd'bgaf2a2d'2|abgag2a2a2g2a4||d'e'd'2d'3abag2a4|e'3d'd'3bd'2a2g2a2|bd'3d'3bfg3a2b2|g4g2f2f2d2d2B2
818,B2d2e2d2ef3fge2|d2edg2e2d4d2B2|A2d2efd2e2d2g2f2|a2b2a2f2e2d2d2e2||dBd2e2d2e2f2fge2|d4g2e2d3Bd2B2|BAd2efd2e2d2g2f2|a2b2a2f2e2d2deg2||bd'2bd'3bd'4d'3b|gabd'd'2b2e'2d'2b4|d'2bd'd'4g2b2d'2ag|b2a2g2e2e2d2d2f2||bd'3d'3bd'4d'2ba|a2bd'd'2bd'e'2d'2b2d'2|e'f'd'2d'e'bad'4d'4|bd'a2g2e2e2d2d3e
819,ga2bd'b2ag4d4|e2d2f2d2g4d2e2|f3gg2a2g2f2e2d2|d2e2g2e2d4d4||g2abd'2bag4d4|e2d2f2d2ga2gd2e2|fefgg2a2g2f2e2d2|d2e2g2e2d4d4||d'2b2abg2b3aa4|d'4g2ede4d4|fg3e2d2e3fd2a2|g4f2e2e2d2d4||d'2bab2g2b4a4|d'4g2fde4ded2|g4e2d2e3fd2ab|g4f2e2e2d2d4
820,d2e2g4e4g3f|B2d2f2e2gad'2d'2ba|e4f2gaagabd'2b2|a3gf2d2f2d2d4||d2e2g4e4g3f|B2d2f2e2gad'2d'2ba|e4f2g2a3d'd'2b2|a3gfed2f2d2d4||abd'2e'2d'2bd'3e'2d'2|d'4d'3aa3ggfg2|gfg2b2e'd'a2d'2d'2e'2|d'2agf2dee2d2d4||abd'2e'2d'2ad'2e'e'2d'2|d'4d'3bd'2agf2g2|a2g2abe'd'a2d'e'e'3d'|d'2a2f2dee2d2d4
821,d2A2G2E2F2f2B2FG|d2FEG2D2B2d2d4|d2G2GAGFE2d2d2A2|d2e2g2a2a2b2b2a2||d2A2G2E2EFf2B2F2|d2F2G2D2B2d2d4|d2G2GAF2E2d2d2AG|Bde2g2a2a2b2bd'ag||fgBAd'2d2a4g2ed|d2feg2e2e3dd'e'b2|a2A2d'2d2d'bf2e2d2|d2e2g2a2aga2a2g2||f2BAbd'd2a4gaed|d2f2g2e2e2ded'2bd'|d'bd2d'2g2a2f2e2d2|d2e2g2a2a4a2g2
822,efd2d3Bfgf2fg2f|Bd3d2A2dea2g4|g2B2d4ed2eg2d'2|d'3e'e'4e'4e'4||e2d2d3Afgf2gage|d4d2A2dea2g4|g2B2d4a2e2gad'2|d'3e'e'4e'4f'2g'2||bd'3d'3be'4d'2f'e'|d'4d'2a2d'bd'2efd'2|d'bd'e'e'2d'2e'4d'3b|ad'3a2e'd'd'2e'2e'f'3||abd'2e'2d'2d'e'f'2f'2d'2|d'2a2a4d'4efd'2|d'3e'd'4d'4e'd'3|d'4d'2f'e'd'4b2d'2
823,A2d2d4e4B2d2|f2e2d2B2e2d2A2d2|d4d4e4d2f2|a2g2e2d2d4A2B2||A2d2d4e4B2d2|f2e2d2B2e2d2A2d2|d4d4e4d2f2|a2g2e2d2d2e2e4||d'2a2d'2a2a4d'2b2|d'2a2a2g2a2d'2a2d'2|d'4d'2b2d'b3g2a2|a2g2e2d2d2e2g2a2||d'2a2bd'a2a3bd'4|d'2a2a2g2a2d'2a2d'2|d'4d'3bb2a2g2a2|a2g2e2d2d4d4
824,"E2DED4DEdBE4|D2E2G2D2E4G2E2|FG3E4EFAGG2E2|D2G2B2d2e2d2e2d2||EDEDD4DEB2E4|D2EFG2D2E2DEG2E2|F2G2D2E2EFG2G2E2|D2G2B2d2e2d2d4||d2A2d2A2B2G2d2A2|de2de2d2d2edd4|A4efA2deA2d4|d4d2e2e4e2f2||d2A2d2A2BAG2d2A2|d2ede2d2d2edd4|AGA2G4AGF2F2ED|A,2G2G2A2d4d4"
825,d2A2A4A2B2B2d2|fgd2f2d2d4F2B2|deB2B2G2G4d2A2|d2Bdd2f2d2e2e4||d2A2A3GA4B2d2|g2d2f2d2d4F2A2|e2d2d2A2dB3d2A2|d2Bdd2f2ede2e4||d2e2g3ad'2aba2ge|e2g2e2g2g2e2d2e2|a2e2d'2a2d'3be3d|d4d2fee2d2e4||d2e2g3bd'2gaa2gd|g4e2g2g2e2d2ef|g2d2a2d'2a4fgd2|d4d2e2e2dee4
826,d2G2A4A2G2F2A2|B2A2B2d2d4edfg|f2A2B4EFd2dBE2|G2E2E4F2A2ABe2||d2G2A4A2G2F2G2|B2A2B2d2d4def2|f2A2BdBAE2d2dBD2|GFD2E4FEGABdd'2||ga3b2d'2d'2b2a3g|f2a2ba3d'bg2e2fg|g2a2bad'2b2g2de3|d2A2FGd2G2d2d2a2||g2a2b2d'2d'2a2a2g2|g2a2a4d'2abd'3e'|d'2bd'd'4b2e2d'2g2|d'2bd'd'2a2e'2d2e2d2
827,d4d4efg2g2e2|e2d2d4g2f2d4|B2d2d4e3fefa2|a2f2d2f2e2d2d2B2||d4d4e2g2g2ef|e2d2d4g2f2d4|B2d2d4e2f2efa2|a2fed2f2e4efd2||g2d'2e'4d'4d'e'd'2|b2d'2d'2e'2d'4a2g2|a2d'2e'3d'd'4d'2ba|a2f2d2e2e2d2e4||fgd'2e'4d'4d'e'd'2|bd'3d'2e'2d'4a3d'|e'2d'2d'4d'4d'3b|a2f2d2efe2ded4
828,fg3g2e2d2e2d4|fgfed2Bdgfd2e4|f4f2edd2Bdgfg2|a2bd'd'2g2e2d2d2a2||f2g2gfe2d2e2d4|fgf2d4gfd2e3f|f4f2edd2Bdgfg2|a2bd'a4e2d2d4||bd'b2b2g2deg2g2f2|bab2d'2g2f2ded2f2|e2g2g2f2e2d2e2fe|f2d2d4e2d2d4||bd'b2b2agdeg2g2fg|a2b2d'2agf2d2def2|e2g2g2f2e2d2e2fe|f2d2d3Be2a2a3g
829,d4d4e2d2A2d2|e2a2g2f2d2e2g2e2|e2deedefg3fa2d'2|a4f4ded2d4||d4d4e2d2A2d2|e2a2g2f2d2e2g2e2|e2ded2e2ga3gad'2|a3ba2g2ef2ge4||a2g2a2bd'd'4a2b2|b4d'4e'2d'2d'2a2|f2e2d2f2f3efebd'|d'2b2g4a4a3b||a2g2a2bd'd'4a2b2|b3d'd'4e'2d'2d'2a2|gfe2e2feg2fefebd'|d'2a2gaf2g2d2d4
830,"E4E2D2D2G2D4|B,2D2E2G2G2F2ED3|D2F2EF3E2G2D4|A,2B,DD4D4D2E2||E4E2D2D2G2D4|B,2D2E2G2G2EFGFE2|E3FE2F2E2AGD4|A,2D2E4FED2F2A2||FG3G4G2d2A2G2|E2F2A2G2A2E2EFE2|D2E2d2A2AB2dBdAB|d2A2G2Bdd2A2A4||F2G2B4d2G2A4|GF2EA2G2A2E2E2D2|E2G2E2F2D3ED4|A,G,B,2D3B,D4D4"
831,ded2ded2f2d2d2gf|d2e2efa2b2a2b2d'2|g2d2e4g2efe2a2|a2gfe2d2e4d2e2||ed3e2d2g2d2d2gf|ed3ega2b2ababd'2|g2d2e4g2efefa2|a2f2e2d2e4d2e2||d'4d'4e'f'd'2d'2e'd'|d'3bb2d'2d'4a2d'2|d'3e'e'2d'2d'2e'2d'3a|gaf2ede2e4e4||d'4e'2d'2e'2d'2d'4|d'2b2bad'2d'4bad'2|d'e'd'e'e'3d'd'2e'd'd'3a|a2f2d2e2e4ede2
832,ded2d2e2efd2ded'b|d3ee2d2d4G2d2|d4d4f2dee2d'2|d'4d'2aga2g2e2d2||d4d2e2fge2d2ag|fedee2d2d4G2d2|d4d4gfdeefd'2|d'4d'ba2g3agad'2||a4e'2a2d'4d'bd'b|d'4d'e'2d'b2d'2b2a2|g2bd'e'2agd'4d'4|d'4a2g2a2g2g2d'2||gagae'f'd'2b2d'2d'2ag|abd'2d'e'2d'd'4a2d'2|f'2d'2e'2d'2d'2abd'ad'2|e'2d'2abg2a2g2e2d2
833,d4d2f2e2d2d3B|d2e2e2d2d2B2G2B2|d3ef2e2d4e2fg|a2bd'd'2g2g2f2fge2||d4d2f2e2d2d3B|d2e2e2d2d2B2G2A2|d3efge2d4e2fg|b2d'2a4e2a2g2d'2||bd'3d'2e'2d'4d'2e'2|d'2bd'd'4d'2b2a2b2|d'4e'd'3d'4d'2ag|g2abgae'2d'2e'2d'4||a2d'2d'2e'2d'4d'4|d'4d'4d'2b2ga3|d'4d'4a2g2baba|b2d'2d'2geg2efde2d
834,e4e4d2aba2g2|Bd3gag2gabag2a2|a2e2e2fed2effgab|d'4d'bagefd2Bd3||ede2f2e2d2d'2a2fe|d2Bda2g2gabag2a2|a2e2e2fed2e2fgab|d'4ba2gf2e2e2f2||d'4e'd'2ad'4e'4|e'2d'2a2g2ga2gga3|a2d'2d'3ba2d'bd'2ab|d'e'2f'abgfe2d2d2e2||ad'2be'2d'2ad'e'2f'e'd'2|ad'agabgfa2bagaga|d'e'd'2e'2d'bd'2abagd'2|d'2e'2d'2agfgfgg2f2
835,f2d2d4d2d'2efe2|d4d2A2BdB2d3e|d4d2B2g4d2AB|d2fga4g2d2d4||f2d2d3Bd2d'2f2e2|d4d2AGB4d4|d4d2BAg2a2d2A2|d2fga4g2d2d3e||gad'2d'4e'2d'2e'4|abd'e'f'e'd'2d'4d'2b2|f2d'2d'4d'4d'2ag|bafgg2a2g2d2d4||efd'2d'e'd'2d'4d'4|e'f'd'2e'3d'd'e'd'2d'4|g'2d'2d'4b2g2g2ba|bag2a4g2d2d4
836,d4d4B2d2G2d2|e2a2d'4a2g2g2e2|e4g2d2A2B2GA3|d2GABAG2G2A2ABd2||d4d4d4F2Bd|e2abd'4d'2b2a2g2|g2e2efe2fgd2G2e2|A2g2AGB2e2d2d2ed||fgd2e2g2d2e2E2A2|fea2b2d'2d'2a2g2d'b|g2f2f2g2d2e2A2dB|ABd2g2e2d2agga3||fgd2e2g2d2e2E2A2|f2a2b2aba2g2bd'3|a2g2g2a2fgd2d4|d2g2Bd3a2d2BdA2
837,d4d4de3e2fe|ABd2e2d2BdBAd4|d2e2ded2g2d2e3f|d'3e'e'2d'2d'2a2b2ga||d4ded2d2gfefed|d4e2d2B4d4|d2e2e2d2g2dee3f|d'3e'e'2d'2d'2e'2d'2e'2||d'4d'3ad'3e'e'4|e'f'e'd'd'4d'4b2a2|d'3e'e'd'3d'3bd'3a|b2d'e'd'2e'd'd'2e'2d'4||ad'3e'f'd'bad'3d'2ba|d'3abd'a2d'4d'4|e'2d'e'e'2d'2a2bd'd'3a|d'4e'3d'd'4a4
838,d4d2A2f2G2BdG2|ed3d4e4efe2|fge2e2d2edA2B2EF|FGA2G3FE2A2G2B2||ed3d2A2f2G2B2G2|ed3d4e4efe2|fge2e2d2d'2g2d2E2|EFA2G3FE2G2G2d2||f4agabd'2b2d'3a|abd'2d'4d'2a2a2b2|a4a2b2d'4b2fe|d2B2AGF2E2GAA2d2||f4a3bd'2aba2ge|e'f'e'd'e'2d'2d'4d'4|e'2d'2d'4a2g2d4|d2A2AGF2E2A2A2B2
839,B3dd2G2B2d2BAd2|d4d2e2e2d2B2d2|d2B2d2A2d4G2B2|GAE2GAD2FE3E4||B4d2G2B2d2BAd2|d4d2e2e2d2B2d2|dB3d2A2d4G2AB|A2E2AGD2E3DE4||A4d2e2d4A2B2|d4e2d2f2d2B2d2|A2dBefd2d4A4|G2F2AGE2E3DDEG2||A4d2e2d4A2B2|d4e2d2f2d2B2d2|B4B2AGG2A2F2AG|G2FEG2E2E3DD4
